record_id,article_id,query,response,model_id,story_path,coherence_gold,consistency_gold
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3__M22,dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Summarize the article.,"Aaron Siler , 26 , was fatally shot after he ` armed himself with a weapon ' after being confronted by officer Pablo Torres on March 14 . Torres is currently on leave pending the outcome of the investigation into the deadly shooting . A billboard , paid for by the Kenosha Professional Police Association , has been erected featuring a photograph of Torres and his dog . Siler 's family and friends have called the billboard ` disrespectful '",M22,dailymail/stories/9b1af0f993d78353ebd56a1b180e882e751527b3.story,5.0,5.0
cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c__M12,cnn-test-fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c,Summarize the article.,"`` roots , '' the epic miniseries about an african-american slave and his descendants , had a staggering audience of over 100 million viewers back in 1977 . now a&e networks are remaking the miniseries , to air in 2016 .",M12,cnn/stories/fbbafa743a8c2ecd2cedf65c6c61956b2db8ec5c.story,4.333,5.0
cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9__M12,cnn-test-404f859482d47c127868964a9a39d1a7645dd2e9,Summarize the article.,rochelle `` shelly '' sterling accused stiviano of targeting extremely wealthy older men . she claimed donald sterling used the couple 's money to buy stiviano a ferrari . stiviano countered that there was nothing wrong with donald sterling giving her gifts .,M12,cnn/stories/404f859482d47c127868964a9a39d1a7645dd2e9.story,2.667,5.0
dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9__M22,dm-test-e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9,Summarize the article.,"The outback Casanova , who lives in Humpty Doo , Northern Territory , detailed his dream girl on Gumtree . The advertisement outlined how the successful applicant must enjoy the outdoors , but is also ` also a princess when need to be ' ` Rich ' promised ` all reasonable offers will be considered '",M22,dailymail/stories/e06ff0eb7c4fa4416fda84a9a239b15480c5a9d9.story,4.333,5.0
cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6__M10,cnn-test-b8b6e729fff27c4eef87887e61d3448de9c063f6,Summarize the article.,spacex on falcon 9 rocket carrying an uncrewed cargo spacecraft called dragon . spacex has said it will keep trying to land a rocket stage on a floating barge for the first time . private space exploration company was unsuccessful .,M10,cnn/stories/b8b6e729fff27c4eef87887e61d3448de9c063f6.story,2.333,5.0
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7__M0,dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Summarize the article.,"this is the embarrassing moment a buckingham palace guard slipped and fell on a manhole cover in front of hundreds of shocked tourists as he took up position in his sentry box . the queen 's guard was left red-faced after he slipped on a manhole cover during the popular changing of the guard - and unfortunately for him the entire incident was caught on camera . he lost his footing and slid sideways , knocking his bearskin on the side of the box and dropping his rifle .",M0,dailymail/stories/0f0789390d67698283cc87b2e046b5c5cd77edb7.story,3.0,5.0
dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2__M22,dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,Summarize the article.,Nathan Hughes accidentally knocked out George North on March 27 . Northampton winger was left unconscious and had to be taken off on a stretcher . Hughes was sent off and then banned for three weeks following the incident . But the ban has now been rescinded following an outcry on his behalf .,M22,dailymail/stories/81bd721b16cad47dfd8d24baca5b30b006291db2.story,5.0,2.667
dm-test-b255397ee863bd8faf9def57c0f76769153d905e__M2,dm-test-b255397ee863bd8faf9def57c0f76769153d905e,Summarize the article.,"four-year-old james hayward had his toy gun confiscated at east midlands airport . a four-year-old boy was frisked by airport security and then forced to hand over his plastic nerf gun after it was deemed a security risk . james hayward had arrived at east midlands airport with his parents , phil , 44 , and hazel , 38 , with his brightly coloured toy - which fires sponge darts - packed in his hand luggage for their flight out to lanzarote .",M2,dailymail/stories/b255397ee863bd8faf9def57c0f76769153d905e.story,4.667,5.0
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35__M17,dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Summarize the article.,"custom-built boeing 747 is believed to have cost its ultra-wealthy owner £400million . jumbo jet would normally carry as many as 600 passengers - but this version was built for a single tycoon . it contains a large dining room where travellers can enjoy meals cooked in an adjoining kitchen . more sleeping space is provided in the 'aeroloft' on the top deck of the vessel, with eight full beds .",M17,dailymail/stories/d296270ab4a4cf20f2d9c1aae7514687806f2b35.story,4.333,5.0
dm-test-5be0a9584b051175d9f4842a143b76385335d96a__M12,dm-test-5be0a9584b051175d9f4842a143b76385335d96a,Summarize the article.,"manchester city players will lose # 500,000-a-man in bonuses if they fail to qualify for the champions league this season . the premier league title holders give star players like sergio aguero , david silva , joe hart and yaya toure incentivised contracts to make sure the club stay within financial fairplay requirements . city are in fourth place and will be four points ahead of main rivals liverpool after defeat in the manchester derby .",M12,dailymail/stories/5be0a9584b051175d9f4842a143b76385335d96a.story,4.333,5.0
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6__M22,dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Summarize the article.,Charles Manuel signed an agreement last month admitting his misdeeds and pledging not to apply for reinstatement for at least 10 years . The agreement requires that Manuel prove any circumstances surrounding the revocation of his license no longer exist before he can resume practicing chiropractic in the state .,M22,dailymail/stories/2abe0f81f5b22c8a406165717e3bd7fce6fe47c6.story,5.0,5.0
dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28__M9,dm-test-7cba80e83b222801fed8d6f96e8c0aa381c54b28,Summarize the article.,anders lindegaard made the most of the english weather with misse beqiri . lindegaard tied knot with swedish model last year . lindegaard tied the knot with the stunning model and the couple have a son together . the united goalkeeper has struggled for minutes throughout his career in manchester . he may not be playing much at manchester united .,M9,dailymail/stories/7cba80e83b222801fed8d6f96e8c0aa381c54b28.story,2.667,5.0
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5__M13,dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Summarize the article.,"jacob phillips , 23 , plunged down the cliff when he leapt over a fence in the dark . graduate jacob phillips , 23 , was found dead at the end of the disused northern promenade , a rocky area at the base of the cliff . cabbie dave sidaway told the inquest : ` i had no idea how much danger he was in ' .",M13,dailymail/stories/c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5.story,2.667,5.0
dm-test-18243373494a1722ddcd162ec67b63dd749633ab__M13,dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Summarize the article.,roma ended their four-month winless streak at home with a victory over napoli in serie a on saturday . miralem pjanic finished off a swift counter-attack for roma in the 25th minute and goalkeeper morgan de sanctis did the rest - saving shot after shot by napoli in the second half . miralem pjanic slots home to put roma ahead in the 25th minute after a clinical counter-attack .,M13,dailymail/stories/18243373494a1722ddcd162ec67b63dd749633ab.story,2.667,5.0
dm-test-03e271b4305517e02c9ead82d57327d32b99102e__M15,dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Summarize the article.,world no 1 williams said her struggle to beat sara errani in the fed cup . world no 1 williams eventually prevailed 4-6 7-6 -lrb- 3 -rrb- 6-3 against the dogged italian to take her career record over her to 8-0 but the american was not impressed . american tennis star serena williams fought back to beat italian sara errani in the fed cup play-off on sunday .,M15,dailymail/stories/03e271b4305517e02c9ead82d57327d32b99102e.story,2.0,5.0
dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b__M14,dm-test-d680ebcdcd59fd5ee9b602a06bcd5230c212835b,Summarize the article.,"greg dyke wants to increase the minimum number of homegrown players at top flight clubs . dyke wants to increase the minimum number of home-grown players in club squads from eight to 12 , however he is facing opposition from the premier league . the five former three lions bosses warn the english game will suffer if it blocks the proposals from dyke and the fa 's england commission .",M14,dailymail/stories/d680ebcdcd59fd5ee9b602a06bcd5230c212835b.story,2.667,5.0
dm-test-fadabe346fe95d33eee71299e6596754768f5246__M1,dm-test-fadabe346fe95d33eee71299e6596754768f5246,Summarize the article.,"the woman , named only as gemma , has two children under five by two different fathers and handed both infants over to her 52-year-old mother debbie when they were four months old . a 23-year-old mother-of-two is at risk of being banned from seeing her own children - because she refuses to stop drinking and partying . now debbie is threatening to ban gemma from seeing the children at all , after discovering her daughter 's penchant for legal high , mkat , and because she suspects her of stealing .",M1,dailymail/stories/fadabe346fe95d33eee71299e6596754768f5246.story,2.667,5.0
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce__M13,dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Summarize the article.,leicester host swansea on saturday just three points from safety . last week 's 3-2 win at west brom handed them a survival lifeline . jamie vardy scored an injury-time winner against west bromwich albion .,M13,dailymail/stories/23e8c1d71474d239aa9ae37b9a05031b0054b8ce.story,2.333,5.0
dm-test-6372eff07fd3d6f578f90d6115e01747edccc095__M5,dm-test-6372eff07fd3d6f578f90d6115e01747edccc095,Summarize the article.,"however , he has n't ruled out the chance of someone could potentially use them for weapons . space lasers : dr adrian quarterman has suggested space lasers could be used to power homes in the future - but says the beams will be nowhere near as powerful as imagined in films like star wars ( pictured ) dr adrian quarterman , of dundee university , is working on a laser which will convert sun beams into energy , the times reported .",M5,dailymail/stories/6372eff07fd3d6f578f90d6115e01747edccc095.story,2.667,5.0
dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d__M12,dm-test-f468efac7b3c54f8c42c2c81dff108c52ebe0d7d,Summarize the article.,eden hazard scored give his side a 1-0 lead against manchester united . sky sports punditry team were convinced that there had been a foul in the build-up . chelsea captain john terry had come in with a strong challenge from behind on united striker radamel falcao which sent the colombian hurtling to the ground .,M12,dailymail/stories/f468efac7b3c54f8c42c2c81dff108c52ebe0d7d.story,4.333,5.0
dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d__M12,dm-test-808a439a5d83fc47baaea934c8779a7ebc62470d,Summarize the article.,referee mark clattenburg has been named to take charge of the manchester derby on sunday . city captain vincent kompany was dismissed for two bookable offences during belgium 's narrow 1-0 defeat of israel in their euro 2016 qualifier on march 31 . clattenburg has been accused of favouring louis van gaal 's side in the past .,M12,dailymail/stories/808a439a5d83fc47baaea934c8779a7ebc62470d.story,2.333,5.0
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7__M14,dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Summarize the article.,"the extra stretch of coastline on shiretoko peninsula near rausu has risen as high as 50ft from the sea surface in some places . geologists believe the emergence is a result of a landslide nearby , when melting ice and snow caused a section of land to drop , pivoting the underwater area into the air . the mass , which has risen some 30 to 50ft above sea level , measures roughly 1,000 - 1,640 ft long , and 100ft wide .",M14,dailymail/stories/8847383b72167c3f3dd2161b5b091b580c8f4da7.story,4.0,5.0
dm-test-2a48112ddee712f2364f128076cb2db555a043b1__M5,dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Summarize the article.,"the foxes are currently seven points adrift at the bottom of the table , with only eight games remaining , knowing that time is running out to save themselves . cambiasso refuses to give up and admits that keeping leicester up will feel like winning a trophy . esteban cambiasso says that helping keep leicester in the premier league will feel like winning a trophy",M5,dailymail/stories/2a48112ddee712f2364f128076cb2db555a043b1.story,2.333,5.0
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35__M17,dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Summarize the article.,"the 13 letters were expected to bring in anywhere from $300,000 to $600,000 at a sotheby's auction wednesday . the only person who raised a paddle - for $260,000 - was a sotheby's employee trying to jump start the bidding . the current owner of the signage is yankee hall of famer reggie jackson, who purchased the 10-feet-tall letters for an undisclosed amount after the stadium saw its final game in 2008 .",M17,dailymail/stories/97bbda7ec22a736cd174b51513c72a6372d13d35.story,4.333,5.0
dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5__M9,dm-test-c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5,Summarize the article.,"jacob phillips , 23 , plunged down the cliff when he leapt over a fence in the dark . mr phillips caught the cab home after a night out with friends in december . jacob phillips was found dead at the end of the disused northern promenade . the university graduate had been out drinking in cardiff before catching a taxi . trio got out of taxi to ` use an atm ' before making a run for it .",M9,dailymail/stories/c50d33e9749e7bb484d9b69c4f5fca35a3a50cb5.story,3.667,5.0
cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975__M17,cnn-test-5139ccfabee55ddb83e7937f5802c0a67aee8975,Summarize the article.,"a u.s. rc-135u was flying over the baltic sea when it was intercepted by a russian su-27 flanker . the u.s. crew believed the russian pilot's actions were ""unsafe and unprofessional,"" the pentagon says .",M17,cnn/stories/5139ccfabee55ddb83e7937f5802c0a67aee8975.story,4.667,5.0
dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3__M2,dm-test-9b1af0f993d78353ebd56a1b180e882e751527b3,Summarize the article.,"family and friends of man shot dead by police last month are in shock after a billboard featuring the officer who pulled the trigger was erected in kenosham , wisconsin . aaron siler , 26 , was fatally shot after he ` armed himself with a weapon ' after being confronted by officer pablo torres on march 14 . torres is currently on leave pending the outcome of the investigation into the deadly shooting .",M2,dailymail/stories/9b1af0f993d78353ebd56a1b180e882e751527b3.story,4.333,5.0
dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35__M22,dm-test-d296270ab4a4cf20f2d9c1aae7514687806f2b35,Summarize the article.,"Boeing 747-8 is believed to have cost a mystery billionaire £ 400million . It was customised to fit his specifications exactly over a three-year period . It contains a large dining room where travellers can enjoy meals cooked in an adjoining kitchen , with a lounge and ` state room '",M22,dailymail/stories/d296270ab4a4cf20f2d9c1aae7514687806f2b35.story,5.0,5.0
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37__M20,dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Summarize the article.,"A passenger was found to have broken a toilet he was squatting on, and he was too embarrassed to shout for help and instead blamed it on his own stupidity.",M20,dailymail/stories/54b857a66cbd8473d6732e5da52d48612e636a37.story,5.0,4.667
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35__M1,dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Summarize the article.,"no love : 13 letters that hung over yankee stadium were estimated to bring in anywhere from $ 300,000 to $ 600,000 , but received no bids at a sotheby 's auction wednesday . while the 13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 , the only person who raised a paddle - for $ 260,000 - was a sotheby 's employee trying to jump start the bidding . the current owner of the signage is yankee hall of famer reggie jackson , who purchased the 10-feet-tall letters for an undisclosed amount after the stadium saw its final game in 2008 .",M1,dailymail/stories/97bbda7ec22a736cd174b51513c72a6372d13d35.story,2.667,5.0
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce__M22,dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Summarize the article.,Leicester are just three points from safety after back-to-back wins . Nigel Pearson has urged his players to ignore their relegation rivals . The Foxes host Swansea on Saturday in the Premier League . Jamie Vardy scored an injury-time winner against West Brom on Saturday .,M22,dailymail/stories/23e8c1d71474d239aa9ae37b9a05031b0054b8ce.story,3.0,5.0
dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35__M5,dm-test-97bbda7ec22a736cd174b51513c72a6372d13d35,Summarize the article.,"the glowing blue letters that once lit the bronx from above yankee stadium failed to find a buyer at an auction at sotheby 's on wednesday . while the 13 letters were expected to bring in anywhere from $ 300,000 to $ 600,000 , the only person who raised a paddle - for $ 260,000 - was a sotheby 's employee trying to jump start the bidding . the current owner of the signage is yankee hall of famer reggie jackson , who purchased the 10 - feet - tall letters for an undisclosed amount after the stadium saw its final game in 2008 .",M5,dailymail/stories/97bbda7ec22a736cd174b51513c72a6372d13d35.story,4.0,5.0
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6__M12,dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Summarize the article.,"the iowa board of chiropractic released a report wednesday detailing charges against charles manuel , of lamoni . the agreement requires that manuel prove any circumstances surrounding the revocation of his license no longer exist before he can resume practicing chiropractic in the state .",M12,dailymail/stories/2abe0f81f5b22c8a406165717e3bd7fce6fe47c6.story,3.333,5.0
dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df__M17,dm-test-b5925c1a02fa9a8f6b1d5ad764c19a732deac0df,Summarize the article.,"a crocodile attacked a dog in puerto vallarta marina, in mexico . the dog belonged to the owner of a local bike shop . a video of the crocodile swimming through the marina has been viewed more than 500,000 times .",M17,dailymail/stories/b5925c1a02fa9a8f6b1d5ad764c19a732deac0df.story,4.667,5.0
dm-test-e43eef75de38d246db9d80216ca9f5487215a78b__M1,dm-test-e43eef75de38d246db9d80216ca9f5487215a78b,Summarize the article.,"filipe luis insists he wants to stay at chelsea until the end of his contract , despite atletico madrid considering bringing him back in the summer . the full back signed a three-year contract when he moved from the spanish champions last july , but has struggled to make the left back position his own at stamford bridge . luis played in brazil 's friendly wins against france and chile during the international break , but attentions now turn to the premier league title run-in .",M1,dailymail/stories/e43eef75de38d246db9d80216ca9f5487215a78b.story,3.667,5.0
dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20__M23,dm-test-eeef09d26cf30c2124c0399b08eedc6321fe5d20,Summarize the article.,barcelona beat real madrid 85-80 in the euro league basketball match . luis enrique's side remain four points clear at the top of la liga . neymar helped brazil beat chile 1-0 at the emirates on sunday .,M23,dailymail/stories/eeef09d26cf30c2124c0399b08eedc6321fe5d20.story,2.0,5.0
dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e__M14,dm-test-8b59fa7715418c4bcc0d50e3caeb239129de453e,Summarize the article.,"joe hart says gianluigi buffon is a ` legend of the game ' after 1-1 draw with italy . the manchester city goalkeeper is desperate to add to his 50 international caps . the manchester city shot stopper , who is 10 years younger than buffon .",M14,dailymail/stories/8b59fa7715418c4bcc0d50e3caeb239129de453e.story,2.0,5.0
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7__M13,dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Summarize the article.,"embarrassing moment a buckingham palace guard slipped and fell on a manhole cover in front of hundreds of shocked tourists as he took up position in his sentry box . the queen 's guard was left red-faced after he slipped on a manhole cover during the popular changing of the guard . he lost his footing and slid sideways , knocking his bearskin on the side of the box and dropping his rifle .",M13,dailymail/stories/0f0789390d67698283cc87b2e046b5c5cd77edb7.story,4.0,5.0
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7__M2,dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Summarize the article.,"residents on the east coast of japan 's hokkaido island had an unexpected change of scenery this morning after 1,000 ft of seabed was forced to the surface overnight . the extra stretch of coastline on shiretoko peninsula near the town of rausu has risen as high as 50ft from the sea surface in some places , exposing what used to be the ocean floor . geologists believe the emergence is a result of a landslide nearby , when melting ice and snow caused a section of land to drop , pivoting the underwater area into the air .",M2,dailymail/stories/8847383b72167c3f3dd2161b5b091b580c8f4da7.story,4.333,5.0
dm-test-18243373494a1722ddcd162ec67b63dd749633ab__M1,dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Summarize the article.,"miralem pjanic finished off a swift counter-attack for roma in the 25th minute and goalkeeper morgan de sanctis did the rest - saving shot after shot by napoli in the second half . roma ended their four-month winless streak at home with a victory over napoli in serie a on saturday in a key match for champions league places . second-place roma moved provisionally four points ahead of city rivals lazio , who play later on saturday .",M1,dailymail/stories/18243373494a1722ddcd162ec67b63dd749633ab.story,3.0,5.0
dm-test-e470f0a87d7513bf880412524332047020422c3f__M22,dm-test-e470f0a87d7513bf880412524332047020422c3f,Summarize the article.,"Heritage Auctions offered the gray jacket and skirt , featuring a black zigzag applique , plus more than 150 other items from the Academy Award-winning film at auction on Saturday . The dress - a jacket and full skirt ensemble - was worn in several key scenes in the 1939 movie but has suffered a little with age and has faded to light gray .",M22,dailymail/stories/e470f0a87d7513bf880412524332047020422c3f.story,3.0,5.0
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b__M17,dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Summarize the article.,"england coach john peacock has named his squad for next month's uefa european under-17 championship in bulgaria . the young lions are the defending champions, having beaten holland on penalties in the final last year . england have been placed in group d alongside holland, italy and the republic of ireland and will open their campaign against italy in burgas on may 7 .",M17,dailymail/stories/0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b.story,4.667,5.0
dm-test-54b857a66cbd8473d6732e5da52d48612e636a37__M14,dm-test-54b857a66cbd8473d6732e5da52d48612e636a37,Summarize the article.,"passenger jin pai , 35 , was standing on the rim of a toilet when it collapsed , leaving him hospitalised . he was caught out when the porcelain toilet then tipped over and shattered on the floor , cutting the man in several places .",M14,dailymail/stories/54b857a66cbd8473d6732e5da52d48612e636a37.story,4.0,5.0
dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f__M1,dm-test-998cb27197db1fd299aff3322ac041ba4bf1148f,Summarize the article.,"saturday 's visit of fleetwood town , who were eyeing the beach after their play-off hopes had all but evaporated , hardly promised to be a thriller . doncaster 's league one encounter against fleetwood tested the patience of the most ardent fan . a must-see video for all football fans .",M1,dailymail/stories/998cb27197db1fd299aff3322ac041ba4bf1148f.story,3.667,5.0
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b__M0,dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Summarize the article.,"england coach john peacock has named his squad for next month 's uefa european under-17 championship in bulgaria . the young lions are the defending champions , having beaten holland on penalties in the final last year , and progressed to this edition with a 100 per cent record in qualifying . they have been placed in group d alongside holland , italy and the republic of ireland this time around and will open their campaign against italy in burgas on may 7 .",M0,dailymail/stories/0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b.story,5.0,5.0
cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563__M12,cnn-test-d75b043ebefc3098aea84d92bb8bec0f509b1563,Summarize the article.,"the news agency cited ali asghar mirshekari , the deputy governor of iran 's sistan-baluchestan province . three of the militants were killed by iranian forces in the fighting monday in the southeastern town of negur . iranian officials have reportedly asked pakistani authorities to catch the surviving assailants .",M12,cnn/stories/d75b043ebefc3098aea84d92bb8bec0f509b1563.story,1.333,5.0
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21__M10,dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Summarize the article.,"kevin rebbie , 56 , of limerick township , pennsylvania , was arrested after allegedly sexually abusing a girl in her home over a four-year period and filming the girl , now 15 , and others with a hidden camera in a bathroom . she faces several charges , including aggravated indecent assault , unlawful contact with a minor , sexual abuse of children and invasion of privacy . rebbie had been watching her for years when she was undressing and when he believed she was asleep .",M10,dailymail/stories/2c6695b438980783754f7db28129ec2fbb3e6e21.story,3.333,2.333
dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21__M23,dm-test-2c6695b438980783754f7db28129ec2fbb3e6e21,Summarize the article.,"kevin rebbie, 56, of limerick township, pennsylvania, faces several charges, including aggravated indecent assault, unlawful contact with a minor, sexual abuse of children and invasion of privacy . the investigation began when a 15-year-old girl found a hidden camera under the sink in a bathroom in her home in march . she told investigators that rebbie had been watching her for years when she was undressing and when he believed she was asleep .",M23,dailymail/stories/2c6695b438980783754f7db28129ec2fbb3e6e21.story,4.333,5.0
dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f__M23,dm-test-6f027d030f9ca86446dc893f1d10ced4c9a3561f,Summarize the article.,"jordan henderson is set to sign a new long-term contract at liverpool . the midfielder had 14 months remaining on his current deal at anfield . henderson's new deal is worth around £100,000-a-week and will run until 2020 . click here for all the latest liverpool news .",M23,dailymail/stories/6f027d030f9ca86446dc893f1d10ced4c9a3561f.story,5.0,5.0
dm-test-02c955067d00f38b6978b805d5a8701a787f78ac__M23,dm-test-02c955067d00f38b6978b805d5a8701a787f78ac,Summarize the article.,"three vehicles collided on the brisbane valley highway, 2km south of fernvale . a 40-year-old man with chest and shoulder injuries and a five-year-old boy with chest pain were the first patients flown out by rescue helicopter . they've been taken to the princess alexandra hospital in brisbane . six others - including an infant and two young girls - have been taken to ipswich hospital with minor injuries or for further assessment .",M23,dailymail/stories/02c955067d00f38b6978b805d5a8701a787f78ac.story,4.333,5.0
dm-test-2a48112ddee712f2364f128076cb2db555a043b1__M8,dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Summarize the article.,esteban cambiasso has won all the major european competitions a player can during his illustrious career . the foxes are currently seven points adrift at the bottom of the premier league . cambiasso refuses to give up and admits that keeping leicester city up will feel like winning a trophy . cambiasso had an illustrious career at inter milan .,M8,dailymail/stories/2a48112ddee712f2364f128076cb2db555a043b1.story,2.0,5.0
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce__M12,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Summarize the article.,"romanian club ceahlaul piatra neamt sacked brazilian coach ze maria for the second time in a week . former brazil defender ze maria was fired on wednesday after a poor run , only to be reinstated the next day after flamboyant owner angelo massone decided to ` give the coaching staff another chance '",M12,dailymail/stories/130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce.story,2.0,5.0
dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7__M22,dm-test-8847383b72167c3f3dd2161b5b091b580c8f4da7,Summarize the article.,"1,000 ft of seabed was forced to the surface on Shiretoko Peninsula near the town of Rausu . Geologists believe the emergence is a result of a landslide nearby . melting ice and snow caused a section of land to drop , pivoting the underwater area into the air .",M22,dailymail/stories/8847383b72167c3f3dd2161b5b091b580c8f4da7.story,4.333,5.0
dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605__M0,dm-test-b1f6faac3f406edca1e0cad8cce1319c83e62605,Summarize the article.,"the man who allegedly killed his neighbour was believed to be suffering from dementia and alcohol abuse at the time of the horrendous murder in 2012 , a jury has heard . luigi costa , 71 , is accused of stomping on his elderly neighbour terrence freebody 's head , cutting his throat and stabbing him multiple times in the dining room of his home on mugga way in red hill , canberra on july 2012 . forensic psychiatrist professor paul mullen examined costa after the attack and believes there was evidence of the accused 's state of mind declining in the lead-up to the incident and also during the event , the abc reported .",M0,dailymail/stories/b1f6faac3f406edca1e0cad8cce1319c83e62605.story,5.0,5.0
dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f__M13,dm-test-4e0de0ec6d5b9df174f54d03158de8f30aac861f,Summarize the article.,"mesut ozil impressed on international duty as germany beat georgia 2-0 in euro 2016 qualifier on sunday . german star was in fine form as world cup winners beat georgia 2-0 in euro 2016 qualifier on sunday . midfielder , who was signed for # 42.5 million from real madrid in 2013 , missed arsenal 's last game against newcastle through illness . arsene wenger rubbished those claims .",M13,dailymail/stories/4e0de0ec6d5b9df174f54d03158de8f30aac861f.story,1.667,1.333
dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0__M1,dm-test-c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0,Summarize the article.,"carlos tevez has been told to terminate his contract with juventus to complete a return to his former club boca juniors in argentina . the former manchester city striker 's deal with the serie a champions does not expire until the end of next season but he has reportedly told the club he wishes to leave this summer . boca have confirmed they are close to completing a deal for the 31-year-old , but club president daniel angelici has stressed that tevez must terminate his contract with the italians first .",M1,dailymail/stories/c16c9fa34ccae7e2b9e29c3988ccb74974c4b3c0.story,4.333,5.0
dm-test-03e271b4305517e02c9ead82d57327d32b99102e__M17,dm-test-03e271b4305517e02c9ead82d57327d32b99102e,Summarize the article.,serena williams beat sara errani 4-6 7-6(3) 6-3 in fed cup play-off . us beat italy 3-2 but williams and alison riske lost doubles rubber . world no 1 admits she is not ready for claycourt season yet .,M17,dailymail/stories/03e271b4305517e02c9ead82d57327d32b99102e.story,2.333,2.333
